grid.id,decade,trials,battles,ln.trials,ln1p.trials,battles.tp1,battles.tp2,battles.tp3
1.0,1640.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1650.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1660.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1670.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1680.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1690.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1700.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1710.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1720.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1730.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1740.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1750.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1760.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1770.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1780.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1790.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1800.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1810.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1820.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
1.0,1830.0,0.0,0.0,NA,0.0,0.0,0.0,NA
1.0,1840.0,0.0,0.0,NA,0.0,0.0,NA,NA
1.0,1850.0,0.0,0.0,NA,0.0,NA,NA,NA
2.0,1300.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1310.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1320.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1330.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1340.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1350.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1360.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1370.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1380.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1390.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1400.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1410.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1420.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1430.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1440.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1450.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1460.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1470.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1480.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1490.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1500.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1510.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1520.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1530.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1540.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1550.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1560.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1570.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1580.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1590.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1600.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1610.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1620.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1630.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1640.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1650.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1660.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1670.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1680.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1690.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1700.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1710.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1720.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1730.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1740.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1750.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1760.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1770.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1780.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1790.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1800.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1810.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1820.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
2.0,1830.0,0.0,0.0,NA,0.0,0.0,0.0,NA
2.0,1840.0,0.0,0.0,NA,0.0,0.0,NA,NA
2.0,1850.0,0.0,0.0,NA,0.0,NA,NA,NA
3.0,1300.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1310.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1320.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1330.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1340.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1350.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1360.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1370.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1380.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1390.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1400.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1410.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1420.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1430.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1440.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1450.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1460.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1470.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1480.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1490.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1500.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1510.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1520.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1530.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1540.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1550.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1560.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1570.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1580.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1590.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1600.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1610.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1620.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1630.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1640.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1650.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1660.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1670.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1680.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1690.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1700.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1710.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1720.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1730.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1740.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1750.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1760.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1770.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1780.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1790.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1800.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1810.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1820.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
3.0,1830.0,0.0,0.0,NA,0.0,0.0,0.0,NA
3.0,1840.0,0.0,0.0,NA,0.0,0.0,NA,NA
3.0,1850.0,0.0,0.0,NA,0.0,NA,NA,NA
4.0,1300.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1310.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1320.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1330.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1340.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1350.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1360.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1370.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1380.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1390.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1400.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1410.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1420.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1430.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1440.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1450.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1460.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1470.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1480.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1490.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1500.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1510.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1520.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1530.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1540.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1550.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1560.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1570.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1580.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1590.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1600.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1610.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1620.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1630.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1640.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1650.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1660.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1670.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1680.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1690.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1700.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1710.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1720.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1730.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1740.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1750.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1760.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1770.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1780.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1790.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1800.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1810.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1820.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
4.0,1830.0,0.0,0.0,NA,0.0,0.0,0.0,NA
4.0,1840.0,0.0,0.0,NA,0.0,0.0,NA,NA
4.0,1850.0,0.0,0.0,NA,0.0,NA,NA,NA
5.0,1300.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1310.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1320.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1330.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1340.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1350.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1360.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1370.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1380.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1390.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1400.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1410.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1420.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1430.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1440.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1450.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1460.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1470.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1480.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1490.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1500.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1510.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1520.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1530.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1540.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1550.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1560.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1570.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1580.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1590.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1600.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1610.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1620.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1630.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1640.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1650.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1660.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1670.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1680.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1690.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1700.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1710.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1720.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1730.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1740.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1750.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1760.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1770.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1780.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1790.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1800.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1810.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1820.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
5.0,1830.0,0.0,0.0,NA,0.0,0.0,0.0,NA
5.0,1840.0,0.0,0.0,NA,0.0,0.0,NA,NA
5.0,1850.0,0.0,0.0,NA,0.0,NA,NA,NA
6.0,1300.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1310.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1320.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1330.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1340.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1350.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1360.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1370.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1380.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1390.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1400.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1410.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1420.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1430.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1440.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1450.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1460.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1470.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1480.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1490.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1500.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1510.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1520.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1530.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1540.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1550.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1560.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1570.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1580.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1590.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1600.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1610.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1620.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1630.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1640.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1650.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1660.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1670.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1680.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1690.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1700.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1710.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1720.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1730.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1740.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1750.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1760.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1770.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1780.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1790.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1800.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1810.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1820.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
6.0,1830.0,0.0,0.0,NA,0.0,0.0,0.0,NA
6.0,1840.0,0.0,0.0,NA,0.0,0.0,NA,NA
6.0,1850.0,0.0,0.0,NA,0.0,NA,NA,NA
7.0,1300.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1310.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1320.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1330.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1340.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1350.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1360.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1370.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1380.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1390.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1400.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1410.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1420.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1430.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1440.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1450.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1460.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1470.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1480.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1490.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1500.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1510.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1520.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1530.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1540.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1550.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1560.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1570.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1580.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1590.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1600.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1610.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1620.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1630.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1640.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1650.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1660.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1670.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1680.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1690.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1700.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1710.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1720.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1730.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1740.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1750.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1760.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1770.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1780.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1790.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
7.0,1800.0,0.0,0.0,NA,0.0,0.0,0.0,0.0
